scenario_id	name	minimal_pair_group	scenario_version	claim	object	truth	belief	evidence_source	reliable	defeater	gettier	guessing	paraphrase_id	example_id	scenario_text	split_group	split
s00975	Harper	mpc24034337d4b3591	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	True	True	testimony	True	True	False	False	1	s00975-p1	For Harper, the proposition under consideration was that the red key opens the cabinet. Events matched the claim. Harper was told by a staff member about which key opens the cabinet, which appeared to support the proposition; the staff member is usually reliable. Harper accepted the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mpc24034337d4b3591	coding
s00975	Harper	mpc24034337d4b3591	epistemic-v3	the red key opens the cabinet	which key opens the cabinet	True	True	testimony	True	True	False	False	2	s00975-p2	The issue was whether the red key opens the cabinet. Harper was told by a staff member about which key opens the cabinet, which appeared to support the proposition, and the staff member is usually reliable. Harper's resulting position was described as follows: Harper accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mpc24034337d4b3591	coding
s00976	Blair	mp692c5241b91a8605	epistemic-v3	the museum closes at six	the posted closing time	True	False	memory	False	False	False	False	0	s00976-p0	Blair considered whether the museum closes at six. Blair recalled an earlier check of the posted closing time, which appeared to support the proposition. the source had a strong record of error. Blair rejected the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp692c5241b91a8605	coding
s00976	Blair	mp692c5241b91a8605	epistemic-v3	the museum closes at six	the posted closing time	True	False	memory	False	False	False	False	1	s00976-p1	For Blair, the proposition under consideration was that the museum closes at six. Events matched the claim. Blair recalled an earlier check of the posted closing time, which appeared to support the proposition; the source had a strong record of error. Blair rejected the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp692c5241b91a8605	coding
s00976	Blair	mp692c5241b91a8605	epistemic-v3	the museum closes at six	the posted closing time	True	False	memory	False	False	False	False	2	s00976-p2	The issue was whether the museum closes at six. Blair recalled an earlier check of the posted closing time, which appeared to support the proposition, and the source had a strong record of error. Blair's resulting position was described as follows: Blair rejected the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp692c5241b91a8605	coding
s00977	Blair	mp692c5241b91a8605	epistemic-v3	the museum closes at six	the posted closing time	True	False	memory	False	True	False	False	0	s00977-p0	Blair considered whether the museum closes at six. Blair recalled an earlier check of the posted closing time, which appeared to support the proposition. the source had a strong record of error. Blair rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp692c5241b91a8605	coding
s00977	Blair	mp692c5241b91a8605	epistemic-v3	the museum closes at six	the posted closing time	True	False	memory	False	True	False	False	1	s00977-p1	For Blair, the proposition under consideration was that the museum closes at six. Events matched the claim. Blair recalled an earlier check of the posted closing time, which appeared to support the proposition; the source had a strong record of error. Blair rejected the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp692c5241b91a8605	coding
s00977	Blair	mp692c5241b91a8605	epistemic-v3	the museum closes at six	the posted closing time	True	False	memory	False	True	False	False	2	s00977-p2	The issue was whether the museum closes at six. Blair recalled an earlier check of the posted closing time, which appeared to support the proposition, and the source had a strong record of error. Blair's resulting position was described as follows: Blair rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp692c5241b91a8605	coding
s00978	Devon	mpf43e10b6e0da98b0	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	True	instrument	False	False	False	True	0	s00978-p0	Devon considered whether the blue jar contains sugar. Devon checked a calibrated display for the contents of the blue jar, which appeared to support the proposition. the source had a strong record of error. Devon accepted the claim. Events did not match the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mpf43e10b6e0da98b0	evaluation
s00978	Devon	mpf43e10b6e0da98b0	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	True	instrument	False	False	False	True	1	s00978-p1	For Devon, the proposition under consideration was that the blue jar contains sugar. Events did not match the claim. Devon checked a calibrated display for the contents of the blue jar, which appeared to support the proposition; the source had a strong record of error. Devon accepted the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mpf43e10b6e0da98b0	evaluation
s00978	Devon	mpf43e10b6e0da98b0	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	True	instrument	False	False	False	True	2	s00978-p2	The issue was whether the blue jar contains sugar. Devon checked a calibrated display for the contents of the blue jar, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon accepted the claim. Events did not match the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mpf43e10b6e0da98b0	evaluation
s00979	Devon	mpf43e10b6e0da98b0	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	True	instrument	False	True	False	True	0	s00979-p0	Devon considered whether the blue jar contains sugar. Devon checked a calibrated display for the contents of the blue jar, which appeared to support the proposition. the source had a strong record of error. Devon accepted the claim. Events did not match the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mpf43e10b6e0da98b0	evaluation
s00979	Devon	mpf43e10b6e0da98b0	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	True	instrument	False	True	False	True	1	s00979-p1	For Devon, the proposition under consideration was that the blue jar contains sugar. Events did not match the claim. Devon checked a calibrated display for the contents of the blue jar, which appeared to support the proposition; the source had a strong record of error. Devon accepted the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mpf43e10b6e0da98b0	evaluation
s00979	Devon	mpf43e10b6e0da98b0	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	True	instrument	False	True	False	True	2	s00979-p2	The issue was whether the blue jar contains sugar. Devon checked a calibrated display for the contents of the blue jar, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon accepted the claim. Events did not match the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mpf43e10b6e0da98b0	evaluation
s00980	Devon	mp86e08ff6b3356015	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	perception	False	False	False	False	0	s00980-p0	Devon considered whether the orchard gate is unlocked. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition. the source had a strong record of error. Devon accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp86e08ff6b3356015	coding
s00980	Devon	mp86e08ff6b3356015	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	perception	False	False	False	False	1	s00980-p1	For Devon, the proposition under consideration was that the orchard gate is unlocked. Events matched the claim. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition; the source had a strong record of error. Devon accepted the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp86e08ff6b3356015	coding
s00980	Devon	mp86e08ff6b3356015	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	perception	False	False	False	False	2	s00980-p2	The issue was whether the orchard gate is unlocked. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp86e08ff6b3356015	coding
s00981	Devon	mp86e08ff6b3356015	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	perception	False	True	False	False	0	s00981-p0	Devon considered whether the orchard gate is unlocked. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition. the source had a strong record of error. Devon accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp86e08ff6b3356015	coding
s00981	Devon	mp86e08ff6b3356015	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	perception	False	True	False	False	1	s00981-p1	For Devon, the proposition under consideration was that the orchard gate is unlocked. Events matched the claim. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition; the source had a strong record of error. Devon accepted the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp86e08ff6b3356015	coding
s00981	Devon	mp86e08ff6b3356015	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	True	True	perception	False	True	False	False	2	s00981-p2	The issue was whether the orchard gate is unlocked. Devon made a direct observation concerning the state of the orchard gate, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp86e08ff6b3356015	coding
s00982	Gray	mp0f12dcffa06dafa8	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	memory	False	False	False	False	0	s00982-p0	Gray considered whether the meeting is in room twelve. Gray recalled an earlier check of the meeting room, which appeared to support the proposition. the source had a strong record of error. Gray accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp0f12dcffa06dafa8	coding
s00982	Gray	mp0f12dcffa06dafa8	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	memory	False	False	False	False	1	s00982-p1	For Gray, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Gray recalled an earlier check of the meeting room, which appeared to support the proposition; the source had a strong record of error. Gray accepted the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp0f12dcffa06dafa8	coding
s00982	Gray	mp0f12dcffa06dafa8	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	memory	False	False	False	False	2	s00982-p2	The issue was whether the meeting is in room twelve. Gray recalled an earlier check of the meeting room, which appeared to support the proposition, and the source had a strong record of error. Gray's resulting position was described as follows: Gray accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp0f12dcffa06dafa8	coding
s00983	Gray	mp0f12dcffa06dafa8	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	memory	False	True	False	False	0	s00983-p0	Gray considered whether the meeting is in room twelve. Gray recalled an earlier check of the meeting room, which appeared to support the proposition. the source had a strong record of error. Gray accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp0f12dcffa06dafa8	coding
s00983	Gray	mp0f12dcffa06dafa8	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	memory	False	True	False	False	1	s00983-p1	For Gray, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Gray recalled an earlier check of the meeting room, which appeared to support the proposition; the source had a strong record of error. Gray accepted the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp0f12dcffa06dafa8	coding
s00983	Gray	mp0f12dcffa06dafa8	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	memory	False	True	False	False	2	s00983-p2	The issue was whether the meeting is in room twelve. Gray recalled an earlier check of the meeting room, which appeared to support the proposition, and the source had a strong record of error. Gray's resulting position was described as follows: Gray accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp0f12dcffa06dafa8	coding
s00984	Devon	mp720fc55e9fab7476	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	False	False	False	True	0	s00984-p0	Devon considered whether the meeting is in room twelve. Devon recalled an earlier check of the meeting room, which appeared to support the proposition. the source had a strong record of error. Devon rejected the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp720fc55e9fab7476	tune
s00984	Devon	mp720fc55e9fab7476	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	False	False	False	True	1	s00984-p1	For Devon, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Devon recalled an earlier check of the meeting room, which appeared to support the proposition; the source had a strong record of error. Devon rejected the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mp720fc55e9fab7476	tune
s00984	Devon	mp720fc55e9fab7476	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	False	False	False	True	2	s00984-p2	The issue was whether the meeting is in room twelve. Devon recalled an earlier check of the meeting room, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon rejected the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp720fc55e9fab7476	tune
s00985	Devon	mp720fc55e9fab7476	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	False	True	False	True	0	s00985-p0	Devon considered whether the meeting is in room twelve. Devon recalled an earlier check of the meeting room, which appeared to support the proposition. the source had a strong record of error. Devon rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp720fc55e9fab7476	tune
s00985	Devon	mp720fc55e9fab7476	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	False	True	False	True	1	s00985-p1	For Devon, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Devon recalled an earlier check of the meeting room, which appeared to support the proposition; the source had a strong record of error. Devon rejected the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mp720fc55e9fab7476	tune
s00985	Devon	mp720fc55e9fab7476	epistemic-v3	the meeting is in room twelve	the meeting room	True	False	memory	False	True	False	True	2	s00985-p2	The issue was whether the meeting is in room twelve. Devon recalled an earlier check of the meeting room, which appeared to support the proposition, and the source had a strong record of error. Devon's resulting position was described as follows: Devon rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp720fc55e9fab7476	tune
s00986	Blair	mp1d3a65b94d6e1f12	epistemic-v3	the package is in the mailroom	the package location	False	False	testimony	False	False	False	False	0	s00986-p0	Blair considered whether the package is in the mailroom. Blair was told by a staff member about the package location, which appeared to support the proposition. the source had a strong record of error. Blair rejected the claim. Events did not match the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp1d3a65b94d6e1f12	evaluation
s00986	Blair	mp1d3a65b94d6e1f12	epistemic-v3	the package is in the mailroom	the package location	False	False	testimony	False	False	False	False	1	s00986-p1	For Blair, the proposition under consideration was that the package is in the mailroom. Events did not match the claim. Blair was told by a staff member about the package location, which appeared to support the proposition; the source had a strong record of error. Blair rejected the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp1d3a65b94d6e1f12	evaluation
s00986	Blair	mp1d3a65b94d6e1f12	epistemic-v3	the package is in the mailroom	the package location	False	False	testimony	False	False	False	False	2	s00986-p2	The issue was whether the package is in the mailroom. Blair was told by a staff member about the package location, which appeared to support the proposition, and the source had a strong record of error. Blair's resulting position was described as follows: Blair rejected the claim. Events did not match the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp1d3a65b94d6e1f12	evaluation
s00987	Blair	mp1d3a65b94d6e1f12	epistemic-v3	the package is in the mailroom	the package location	False	False	testimony	False	True	False	False	0	s00987-p0	Blair considered whether the package is in the mailroom. Blair was told by a staff member about the package location, which appeared to support the proposition. the source had a strong record of error. Blair rejected the claim. Events did not match the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp1d3a65b94d6e1f12	evaluation
s00987	Blair	mp1d3a65b94d6e1f12	epistemic-v3	the package is in the mailroom	the package location	False	False	testimony	False	True	False	False	1	s00987-p1	For Blair, the proposition under consideration was that the package is in the mailroom. Events did not match the claim. Blair was told by a staff member about the package location, which appeared to support the proposition; the source had a strong record of error. Blair rejected the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp1d3a65b94d6e1f12	evaluation
s00987	Blair	mp1d3a65b94d6e1f12	epistemic-v3	the package is in the mailroom	the package location	False	False	testimony	False	True	False	False	2	s00987-p2	The issue was whether the package is in the mailroom. Blair was told by a staff member about the package location, which appeared to support the proposition, and the source had a strong record of error. Blair's resulting position was described as follows: Blair rejected the claim. Events did not match the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp1d3a65b94d6e1f12	evaluation
s00988	Ari	mp791f0ce02bb0af3f	epistemic-v3	the package is in the mailroom	the package location	True	False	memory	True	False	False	True	0	s00988-p0	Ari considered whether the package is in the mailroom. Ari recalled an earlier check of the package location, which appeared to support the proposition. the memory was normally dependable. Ari rejected the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp791f0ce02bb0af3f	coding
s00988	Ari	mp791f0ce02bb0af3f	epistemic-v3	the package is in the mailroom	the package location	True	False	memory	True	False	False	True	1	s00988-p1	For Ari, the proposition under consideration was that the package is in the mailroom. Events matched the claim. Ari recalled an earlier check of the package location, which appeared to support the proposition; the memory was normally dependable. Ari rejected the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mp791f0ce02bb0af3f	coding
s00988	Ari	mp791f0ce02bb0af3f	epistemic-v3	the package is in the mailroom	the package location	True	False	memory	True	False	False	True	2	s00988-p2	The issue was whether the package is in the mailroom. Ari recalled an earlier check of the package location, which appeared to support the proposition, and the memory was normally dependable. Ari's resulting position was described as follows: Ari rejected the claim. Events matched the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp791f0ce02bb0af3f	coding
s00989	Ari	mp791f0ce02bb0af3f	epistemic-v3	the package is in the mailroom	the package location	True	False	memory	True	True	False	True	0	s00989-p0	Ari considered whether the package is in the mailroom. Ari recalled an earlier check of the package location, which appeared to support the proposition. the memory was normally dependable. Ari rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp791f0ce02bb0af3f	coding
s00989	Ari	mp791f0ce02bb0af3f	epistemic-v3	the package is in the mailroom	the package location	True	False	memory	True	True	False	True	1	s00989-p1	For Ari, the proposition under consideration was that the package is in the mailroom. Events matched the claim. Ari recalled an earlier check of the package location, which appeared to support the proposition; the memory was normally dependable. Ari rejected the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mp791f0ce02bb0af3f	coding
s00989	Ari	mp791f0ce02bb0af3f	epistemic-v3	the package is in the mailroom	the package location	True	False	memory	True	True	False	True	2	s00989-p2	The issue was whether the package is in the mailroom. Ari recalled an earlier check of the package location, which appeared to support the proposition, and the memory was normally dependable. Ari's resulting position was described as follows: Ari rejected the claim. Events matched the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp791f0ce02bb0af3f	coding
s00990	Harper	mp264fe2f80e5d371a	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	False	memory	False	False	False	True	0	s00990-p0	Harper considered whether the blue jar contains sugar. Harper recalled an earlier check of the contents of the blue jar, which appeared to support the proposition. the source had a strong record of error. Harper rejected the claim. Events did not match the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp264fe2f80e5d371a	coding
s00990	Harper	mp264fe2f80e5d371a	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	False	memory	False	False	False	True	1	s00990-p1	For Harper, the proposition under consideration was that the blue jar contains sugar. Events did not match the claim. Harper recalled an earlier check of the contents of the blue jar, which appeared to support the proposition; the source had a strong record of error. Harper rejected the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mp264fe2f80e5d371a	coding
s00990	Harper	mp264fe2f80e5d371a	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	False	memory	False	False	False	True	2	s00990-p2	The issue was whether the blue jar contains sugar. Harper recalled an earlier check of the contents of the blue jar, which appeared to support the proposition, and the source had a strong record of error. Harper's resulting position was described as follows: Harper rejected the claim. Events did not match the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp264fe2f80e5d371a	coding
s00991	Harper	mp264fe2f80e5d371a	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	False	memory	False	True	False	True	0	s00991-p0	Harper considered whether the blue jar contains sugar. Harper recalled an earlier check of the contents of the blue jar, which appeared to support the proposition. the source had a strong record of error. Harper rejected the claim. Events did not match the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp264fe2f80e5d371a	coding
s00991	Harper	mp264fe2f80e5d371a	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	False	memory	False	True	False	True	1	s00991-p1	For Harper, the proposition under consideration was that the blue jar contains sugar. Events did not match the claim. Harper recalled an earlier check of the contents of the blue jar, which appeared to support the proposition; the source had a strong record of error. Harper rejected the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mp264fe2f80e5d371a	coding
s00991	Harper	mp264fe2f80e5d371a	epistemic-v3	the blue jar contains sugar	the contents of the blue jar	False	False	memory	False	True	False	True	2	s00991-p2	The issue was whether the blue jar contains sugar. Harper recalled an earlier check of the contents of the blue jar, which appeared to support the proposition, and the source had a strong record of error. Harper's resulting position was described as follows: Harper rejected the claim. Events did not match the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp264fe2f80e5d371a	coding
s00992	Blair	mp1e672dec5949fcf1	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	instrument	True	False	False	False	0	s00992-p0	Blair considered whether the meeting is in room twelve. Blair checked a calibrated display for the meeting room, which appeared to support the proposition. the display usually works correctly. Blair accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp1e672dec5949fcf1	coding
s00992	Blair	mp1e672dec5949fcf1	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	instrument	True	False	False	False	1	s00992-p1	For Blair, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Blair checked a calibrated display for the meeting room, which appeared to support the proposition; the display usually works correctly. Blair accepted the claim. Separate coincidence was absent from the outcome. Contrary information was absent.	family|mp1e672dec5949fcf1	coding
s00992	Blair	mp1e672dec5949fcf1	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	instrument	True	False	False	False	2	s00992-p2	The issue was whether the meeting is in room twelve. Blair checked a calibrated display for the meeting room, which appeared to support the proposition, and the display usually works correctly. Blair's resulting position was described as follows: Blair accepted the claim. Events matched the claim. Contrary information was absent. Separate coincidence was absent from the outcome.	family|mp1e672dec5949fcf1	coding
s00993	Blair	mp1e672dec5949fcf1	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	instrument	True	True	False	False	0	s00993-p0	Blair considered whether the meeting is in room twelve. Blair checked a calibrated display for the meeting room, which appeared to support the proposition. the display usually works correctly. Blair accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp1e672dec5949fcf1	coding
s00993	Blair	mp1e672dec5949fcf1	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	instrument	True	True	False	False	1	s00993-p1	For Blair, the proposition under consideration was that the meeting is in room twelve. Events matched the claim. Blair checked a calibrated display for the meeting room, which appeared to support the proposition; the display usually works correctly. Blair accepted the claim. Separate coincidence was absent from the outcome. Credible contrary information was available but left unresolved.	family|mp1e672dec5949fcf1	coding
s00993	Blair	mp1e672dec5949fcf1	epistemic-v3	the meeting is in room twelve	the meeting room	True	True	instrument	True	True	False	False	2	s00993-p2	The issue was whether the meeting is in room twelve. Blair checked a calibrated display for the meeting room, which appeared to support the proposition, and the display usually works correctly. Blair's resulting position was described as follows: Blair accepted the claim. Events matched the claim. Credible contrary information was available but left unresolved. Separate coincidence was absent from the outcome.	family|mp1e672dec5949fcf1	coding
s00994	Emery	mpefb7a99cc022a0be	epistemic-v3	the meeting is in room twelve	the meeting room	False	True	instrument	True	False	False	True	0	s00994-p0	Emery considered whether the meeting is in room twelve. Emery checked a calibrated display for the meeting room, which appeared to support the proposition. the display usually works correctly. Emery accepted the claim. Events did not match the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mpefb7a99cc022a0be	evaluation
s00994	Emery	mpefb7a99cc022a0be	epistemic-v3	the meeting is in room twelve	the meeting room	False	True	instrument	True	False	False	True	1	s00994-p1	For Emery, the proposition under consideration was that the meeting is in room twelve. Events did not match the claim. Emery checked a calibrated display for the meeting room, which appeared to support the proposition; the display usually works correctly. Emery accepted the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mpefb7a99cc022a0be	evaluation
s00994	Emery	mpefb7a99cc022a0be	epistemic-v3	the meeting is in room twelve	the meeting room	False	True	instrument	True	False	False	True	2	s00994-p2	The issue was whether the meeting is in room twelve. Emery checked a calibrated display for the meeting room, which appeared to support the proposition, and the display usually works correctly. Emery's resulting position was described as follows: Emery accepted the claim. Events did not match the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mpefb7a99cc022a0be	evaluation
s00995	Emery	mpefb7a99cc022a0be	epistemic-v3	the meeting is in room twelve	the meeting room	False	True	instrument	True	True	False	True	0	s00995-p0	Emery considered whether the meeting is in room twelve. Emery checked a calibrated display for the meeting room, which appeared to support the proposition. the display usually works correctly. Emery accepted the claim. Events did not match the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mpefb7a99cc022a0be	evaluation
s00995	Emery	mpefb7a99cc022a0be	epistemic-v3	the meeting is in room twelve	the meeting room	False	True	instrument	True	True	False	True	1	s00995-p1	For Emery, the proposition under consideration was that the meeting is in room twelve. Events did not match the claim. Emery checked a calibrated display for the meeting room, which appeared to support the proposition; the display usually works correctly. Emery accepted the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mpefb7a99cc022a0be	evaluation
s00995	Emery	mpefb7a99cc022a0be	epistemic-v3	the meeting is in room twelve	the meeting room	False	True	instrument	True	True	False	True	2	s00995-p2	The issue was whether the meeting is in room twelve. Emery checked a calibrated display for the meeting room, which appeared to support the proposition, and the display usually works correctly. Emery's resulting position was described as follows: Emery accepted the claim. Events did not match the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mpefb7a99cc022a0be	evaluation
s00996	Ari	mp88579d2fe11e5a70	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	False	True	perception	False	False	False	True	0	s00996-p0	Ari considered whether the orchard gate is unlocked. Ari made a direct observation concerning the state of the orchard gate, which appeared to support the proposition. the source had a strong record of error. Ari accepted the claim. Events did not match the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp88579d2fe11e5a70	coding
s00996	Ari	mp88579d2fe11e5a70	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	False	True	perception	False	False	False	True	1	s00996-p1	For Ari, the proposition under consideration was that the orchard gate is unlocked. Events did not match the claim. Ari made a direct observation concerning the state of the orchard gate, which appeared to support the proposition; the source had a strong record of error. Ari accepted the claim. The position was selected arbitrarily without using the source. Contrary information was absent.	family|mp88579d2fe11e5a70	coding
s00996	Ari	mp88579d2fe11e5a70	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	False	True	perception	False	False	False	True	2	s00996-p2	The issue was whether the orchard gate is unlocked. Ari made a direct observation concerning the state of the orchard gate, which appeared to support the proposition, and the source had a strong record of error. Ari's resulting position was described as follows: Ari accepted the claim. Events did not match the claim. Contrary information was absent. The position was selected arbitrarily without using the source.	family|mp88579d2fe11e5a70	coding
s00997	Ari	mp88579d2fe11e5a70	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	False	True	perception	False	True	False	True	0	s00997-p0	Ari considered whether the orchard gate is unlocked. Ari made a direct observation concerning the state of the orchard gate, which appeared to support the proposition. the source had a strong record of error. Ari accepted the claim. Events did not match the claim. Credible contrary information was available but left unresolved. The position was selected arbitrarily without using the source.	family|mp88579d2fe11e5a70	coding
s00997	Ari	mp88579d2fe11e5a70	epistemic-v3	the orchard gate is unlocked	the state of the orchard gate	False	True	perception	False	True	False	True	1	s00997-p1	For Ari, the proposition under consideration was that the orchard gate is unlocked. Events did not match the claim. Ari made a direct observation concerning the state of the orchard gate, which appeared to support the proposition; the source had a strong record of error. Ari accepted the claim. The position was selected arbitrarily without using the source. Credible contrary information was available but left unresolved.	family|mp88579d2fe11e5a70	coding
